,Unnamed: 0,category,message
348,45882.0,Larceny/Theft,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE
349,47690.0,Larceny/Theft,GRAND THEFT MOTORCYCLE STRIP
350,48246.0,Larceny/Theft,ROBBERY OF A SERVICE STATION WITH A GUN
351,48248.0,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION WITH A KNIFE
352,49522.0,Drug/Narcotics,FURNISHING MARIJUANA
353,51098.0,Mental Health/Bullying,LOITERING ABOUT SCHOOL/PLAYGROUND
354,56333.0,Mental Health/Bullying,UNLAWFUL ASSEMBLY
355,56887.0,Drug/Narcotics,TRANSPORTATION OF OPIATES
356,60086.0,Larceny/Theft,ATTEMPTED ROBBERY CHAIN STORE WITH A KNIFE
357,60336.0,Larceny/Theft,"VEHICLE, RENTAL, FAILURE TO RETURN"
358,60429.0,Sex Offences,ASSAULT TO RAPE WITH A DANGEROUS WEAPON
359,60874.0,Larceny/Theft,"VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME"
360,62583.0,Larceny/Theft,ATTEMPTED ROBBERY COMM. ESTAB. WITH DEADLY WEAPON
361,62767.0,Drug/Narcotics,FALSE EVIDENCE OF AGE BY MINOR
362,62768.0,Drug/Narcotics,MINOR ON ON-SALE LICENSED PREMISE
363,62950.0,Larceny/Theft,ROBBERY OF A RESIDENCE WITH A DANGEROUS WEAPON
364,63199.0,Larceny/Theft,"BURGLARY,RESIDENCE UNDER CONSTRT, ATT. FORCIBLE"
365,63430.0,Violence/Homicide,UNLAWFUL DISSUADING/THREATENING OF A WITNESS
366,64219.0,Larceny/Theft,SAFE BURGLARY OF A STORE
367,64314.0,Larceny/Theft,ATTEMPTED ROBBERY OF A BANK WITH A GUN
368,65484.0,Larceny/Theft,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY"
369,68076.0,Mental Health/Bullying,SUICIDE
370,69609.0,Larceny/Theft,ROBBERY OF A SERVICE STATION WITH BODILY FORCE
371,69756.0,Drug/Narcotics,POSSESSION OF OPIUM
372,70308.0,Larceny/Theft,SAFE BURGLARY OF A WAREHOUSE
373,70508.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY INGESTION
374,70727.0,Drug/Narcotics,SALE OF ALCOHOL AFTER HOURS
375,72499.0,Violence/Homicide,THREATS TO SCHOOL TEACHERS
376,72862.0,Violence/Homicide,ATTEMPTED MAYHEM WITH BODILY FORCE
377,73590.0,Mental Health/Bullying,SUICIDE BY JUMPING
378,73704.0,Larceny/Theft,ATTEMPTED THEFT COIN OPERATED MACHINE
379,74458.0,Larceny/Theft,ROBBERY OF A BANK WITH A KNIFE
380,75313.0,Violence/Homicide,ASSAULT BY POLICE OFFICER
381,75895.0,Violence/Homicide,WEAPONS POSSESSION BY JUVENILE SUSPECT
382,75907.0,Violence/Homicide,ILLEGAL TRANSPORTAION OF EXPLOSIVES
383,76144.0,Violence/Homicide,ATTEMPTED MAYHEM WITH A KNIFE
384,78325.0,Violence/Homicide,MAYHEM WITH A KNIFE
385,78624.0,Drug/Narcotics,SALE OF METHADONE
386,80438.0,Larceny/Theft,SAFE BURGLARY OF AN APARTMENT
387,80694.0,Mental Health/Bullying,REMAINING ON CAMPUS WITHOUT CONSENT
388,80744.0,Drug/Narcotics,SALE OF ALCOHOL TO MINOR
389,82460.0,Larceny/Theft,SAFE BURGLARY OF A RESIDENCE
390,82520.0,Larceny/Theft,ATTEMPTED AUTO STRIP
391,82933.0,Violence/Homicide,ARSON OF A POLICE BUILDING
392,83729.0,Drug/Narcotics,SALES COCAINE BASE/SCHOOLYARD TRAFFICKING ACT VIO
393,84208.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY ASPHYXIATION
394,84581.0,Drug/Narcotics,SELL OR FURNISH ALCOHOL TO INTOXICATED PERSON
395,85240.0,Drug/Narcotics,LICENSE REQUIRED TO SELL ALCOHOL
396,87707.0,Larceny/Theft,ATTEMPTED GRAND THEFT PURSESNATCH
397,89315.0,Mental Health/Bullying,SUICIDE BY ASPHYXIATION
398,93922.0,Mental Health/Bullying,SUICIDE BY LACERATION
399,96934.0,Mental Health/Bullying,LOITERS AROUND PUBLIC TOILET FOR LEWD ACT
400,102621.0,Violence/Homicide,POSSESSION OF MACHINE GUN
401,105919.0,Drug/Narcotics,MINOR PURCHASING ALCOHOL
402,105920.0,Drug/Narcotics,SALE OF ALCOHOL TO MINOR IN BAR
403,106698.0,Larceny/Theft,ATTEMPTED ROBBERY CHAIN STORE WITH DEADLY WEAPON
404,118203.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY FIREARMS
405,118606.0,Larceny/Theft,"BURGLARY,APT UNDER CONSTRUCTION, ATT. FORCIBLE"
406,119255.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY FIRE
407,123508.0,Larceny/Theft,ATTEMPTED ROBBERY CHAIN STORE WITH A GUN
408,123866.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY STRANGULATION
409,128319.0,Larceny/Theft,"BURGLARY,BLDG. UNDER CONSTRUCTION, ATT. FORCIBLE"
410,128370.0,Larceny/Theft,ROBBERY OF A SERVICE STATION W/DANGEROUS WEAPON
411,129662.0,Drug/Narcotics,TRANSPORTATION OF HALLUCINOGENIC
412,130293.0,Larceny/Theft,STOLEN TRAILER
413,135267.0,Mental Health/Bullying,INCITING TO RIOT
414,140072.0,Larceny/Theft,STOLEN BUS
415,144169.0,Larceny/Theft,"BURGLARY OF WAREHOUSE, ATTEMPTED FORCIBLE ENTRY"
416,144554.0,Larceny/Theft,ATTEMPTED ROBBERY RESIDENCE WITH A DEADLY WEAPON
417,150182.0,Drug/Narcotics,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR"
418,151320.0,Violence/Homicide,POSS OF FIREARM SILENCER
419,154018.0,Larceny/Theft,"TRADE SECRETS, THEFT OR UNAUTHORIZED COPYING"
420,154094.0,Sex Offences,"OBSCENE MATTER, DISTRIBUTION TO MINORS"
421,154431.0,Larceny/Theft,"STOLEN METALS, RECEIVING"
422,154602.0,Kidnapping,"KIDNAPPER, POSING AS"
423,154685.0,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ OTHER WEAPON"
424,154953.0,Larceny/Theft,"THEFT, ANIMAL, ATT."
425,155069.0,Larceny/Theft,"THEFT, DRUNK ROLL, $50-$200"
426,155763.0,Larceny/Theft,"AUTO, GRAND THEFT OF"
427,155923.0,Violence/Homicide,"WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER"
428,156426.0,Sex Offences,ASSAULT TO COMMIT MAYHEM OR SPECIFIC SEX OFFENSES
429,156443.0,Larceny/Theft,"THEFT, DRUNK ROLL, $200-$400"
430,156639.0,Kidnapping,KIDNAPPING DURING CARJACKING
431,156785.0,Violence/Homicide,"WEAPON, DEADLY, EXHIBITING TO RESIST ARREST"
432,157246.0,Violence/Homicide,"CIVIL RIGHTS, INCL. INJURY, THREAT, OR DAMAGE (HATE CRIMES)"
433,157675.0,Violence/Homicide,ASSAULT OR ATTEMPTED MURDER UPON GOV'T OFFICERS
434,158631.0,Larceny/Theft,"THEFT, GRAND, BY FIDUCIARY, >$400 IN 12 MONTHS"
435,158769.0,Violence/Homicide,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT
436,158925.0,Violence/Homicide,"LASERS, DISCHARGING OR LIGHTS AT AIRCRAFT"
437,159043.0,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ FORCE"
438,159452.0,Larceny/Theft,"ROBBERY,  ATM, OTHER WEAPON"
439,159657.0,Violence/Homicide,TERRORIZING BY MARKING PRIVATE PROPERTY
440,159947.0,Violence/Homicide,"WEAPON, DEADLY, POSSESSION OF TO VIOLATE 136.1 PC"
441,160396.0,Larceny/Theft,"THEFT, BOAT"
442,160752.0,Larceny/Theft,"ROBBERY,  ATM, GUN"
443,161197.0,Violence/Homicide,DISTURBING RELIGIOUS MEETINGS
444,161413.0,Larceny/Theft,"ROBBERY,  ATM, GUN, ATT."
445,161529.0,Larceny/Theft,"THEFT OF TELECOMMUNICATION SERVICES, INCL. CLONE PHONE"
446,162723.0,Larceny/Theft,"THEFT, GRAND, AGRICULTURAL"
447,162916.0,Violence/Homicide,TERRORIZING BY ARSON OR EXPLOSIVE DEVICE
448,165354.0,Sex Offences,"SEXUAL CONTACT WITH PATIENT, FORMER PATIENT"
449,166445.0,Mental Health/Bullying,"OBSTRUCTING HEALTH FACILITY, PLACE OF WORSHIP, OR SCHOOL"
450,169827.0,Violence/Homicide,"DESTRUCTIVE DEVICE, POSSESSION OF MATERIALS"
451,174939.0,Drug/Narcotics,SALE OF OPIUM
452,179203.0,Drug/Narcotics,TRANSPORTATION OF OPIUM
453,184946.0,Violence/Homicide,"FIREARM, POSSESSION OF WHILE WEARING MASK"
454,190793.0,Larceny/Theft,"BURGLARY,WAREHOUSE UNDER CONSTRT, ATT. FORCIBLE"
455,191549.0,Larceny/Theft,"ROBBERY,  ATM, KNIFE, ATT."
456,192888.0,Larceny/Theft,SAFE BURGLARY OF A FLAT
457,193766.0,Larceny/Theft,ATTEMPTED MOTORCYCLE STRIP
458,196757.0,Mental Health/Bullying,LODGING IN PARK
459,196849.0,Sex Offences,INCEST
460,199105.0,Drug/Narcotics,VISITING WHERE DRUGS ARE USED OR SMOKED
461,200542.0,Larceny/Theft,"BURGLARY,FLAT UNDER CONSTRUCTION, ATT. FORCIBLE"
462,212276.0,Sex Offences,ASSAULT TO RAPE WITH A SHARP INSTRUMENT
463,212277.0,Sex Offences,"ATTEMPTED RAPE, ARMED WITH A SHARP INSTRUMENT"
464,214967.0,Drug/Narcotics,SALE OF HALLUCINOGENIC
465,222164.0,Violence/Homicide,ASSAULT BY POISONING
466,223777.0,Sex Offences,"ATTEMPTED RAPE, ARMED WITH A DANGEROUS WEAPON"
467,235645.0,Violence/Homicide,"ARMOR PENETRATING AMMUNITION, POSSESSION"
468,243204.0,Larceny/Theft,"VEHICLE, RECOVERED, OTHER VEHICLE"
469,243954.0,Drug/Narcotics,SALE OF AMPHETAMINE
470,245018.0,Larceny/Theft,"BURGLARY OF HOTEL ROOM, ATTEMPTED FORCIBLE ENTRY"
471,249253.0,Mental Health/Bullying,SUICIDE BY INGESTION
472,249312.0,Larceny/Theft,GRAND THEFT PHONE BOOTH
473,254701.0,Drug/Narcotics,MONEY OFFENSE RELATED TO NARCOTICS TRAFFICKING
474,258689.0,Violence/Homicide,BATTERY BY JUVENILE SUSPECT
475,259526.0,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION W/BODILY FORCE
476,261881.0,Drug/Narcotics,POSSESSION OF BARBITUATES FOR SALES
477,263873.0,Violence/Homicide,POSS OF FIRE BOMB
478,271459.0,Drug/Narcotics,ENCOURAGE MINOR TO USE CONTROLLED SUBSTANCE
479,277654.0,Violence/Homicide,ASSAULT BY JUVENILE SUSPECT
480,281024.0,Drug/Narcotics,ENCOURAGING MINOR TO USE COCAINE
481,281622.0,Drug/Narcotics,POSSESSION OF OPIUM FOR SALES
482,281707.0,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ KNIFE"
483,282322.0,Larceny/Theft,"VEHICLE, RECOVERED, MOBILE HOME-TRAILER"
484,284643.0,Drug/Narcotics,SALE OF ALCOHOL BY MINOR
485,294336.0,Violence/Homicide,ARSON WITH GREAT BODILY INJURY
486,304060.0,Violence/Homicide,COMMISSION OF FELONY WHILE ARMED
487,306600.0,Violence/Homicide,BATTERY DURING LABOR DISPUTE
488,307429.0,Larceny/Theft,PETTY THEFT PHONE BOOTH
489,328396.0,Drug/Narcotics,PLANTING/CULTIVATING PEYOTE
490,330938.0,Drug/Narcotics,ENCOURAGE MINOR TO USE BARBITUATES
491,340939.0,Violence/Homicide,"AGGRAVATED ASSAULT OF POLICE OFFICER, SNIPING"
492,342886.0,Larceny/Theft,ASSAULT TO ROB WITH BODILY FORCE
493,346912.0,Violence/Homicide,"ASSAULT, AGGRAVATED, W/ SEMI AUTO"
494,366533.0,Violence/Homicide,AGGRAVATED ASSAULT ON POLICE OFFICER WITH A GUN
495,382655.0,Drug/Narcotics,"ALCOHOLIC BEVERAGE, PROCURING SALE OF"
496,408245.0,Drug/Narcotics,POSSESSION OF OPIUM DERIVATIVE FOR SALES
497,408447.0,Drug/Narcotics,"DRUG LAB APPARATUS, POSSESSION"
498,418311.0,Larceny/Theft,ROBBERY OF A SERVICE STATION WITH A KNIFE
499,422118.0,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION W/DEADLY WEAPON
500,437493.0,Larceny/Theft,ATTEMPTED ROBBERY OF A BANK WITH A KNIFE
501,440844.0,Drug/Narcotics,ENCOURAGE MINOR TO USE METH-AMPHETAMINE
502,462771.0,Drug/Narcotics,ENCOURAGE MINOR TO USE HALLUCINOGENIC
503,470279.0,Violence/Homicide,"DISTURBANCE OF NON-RELIGIOUS, NON-POLITICAL ASSEMBLY"
504,472180.0,Drug/Narcotics,ENCOURAGE MINOR TO USE HEROIN
505,516551.0,Mental Health/Bullying,SUICIDE BY FIRE
506,518658.0,Violence/Homicide,SHOOTING BY JUVENILE SUSPECT
507,544996.0,Mental Health/Bullying,SUICIDE BY DROWNING
508,555731.0,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION WITH A GUN
509,571595.0,Mental Health/Bullying,ATTEMPTED SUICIDE BY DROWNING
510,571896.0,Larceny/Theft,"BURGLARY,WAREHOUSE UNDER CONSTRT, UNLAWFUL ENTRY"
511,576970.0,Violence/Homicide,ARSON OF A POLICE VEHICLE
512,578696.0,Drug/Narcotics,POSSESSION OF BARBITUATES
513,591037.0,Larceny/Theft,"THEFT, DRUNK ROLL, ATT."
514,603895.0,Larceny/Theft,SAFE BURGLARY OF A RESIDENCE WITH EXPLOSIVES
515,632509.0,Drug/Narcotics,SALE OF OPIUM DERIVATIVE
516,662985.0,Violence/Homicide,"ASSAULT, AGGRAVATED, ON POLICE OFFICER, W/ FULL AUTO"
517,697225.0,Drug/Narcotics,TRANSPORTATION OF METHADONE
518,704406.0,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ GUN"
519,720088.0,Larceny/Theft,LOOTING DURING STATE OF EMERGENCY
520,729712.0,Larceny/Theft,SAFE BURGLARY OF A WAREHOUSE WITH EXPLOSIVES
521,812889.0,Drug/Narcotics,ENCOURAGE MINOR TO USE OPIATES
522,835105.0,Larceny/Theft,ATTEMPTED THEFT PHONE BOOTH
523,837821.0,Larceny/Theft,"VEHICLE, RECOVERED, BUS"
524,844060.0,Violence/Homicide,ATTEMPTED MAYHEM WITH A GUN
525,889256.0,Larceny/Theft,SAFE BURGLARY WITH EXPLOSIVES
526,981762.0,Larceny/Theft,"BURGLARY,HOTEL UNDER CONSTRUCTION, ATT. FORCIBLE"
527,992828.0,Violence/Homicide,ATTEMPTED HOMICIDE WITH EXPLOSIVES
528,1071940.0,Drug/Narcotics,ENCOURAGE MINOR TO USE AMPHETAMINE
529,1126077.0,Violence/Homicide,"ASSAULT, AGGRAVATED, W/ MACHINE GUN"
530,1149793.0,Sex Offences,"BIGAMY, INCEST, AND THE CRIME AGAINST NATURE (GENERAL)"
531,1481181.0,Larceny/Theft,ASSAULT TO ROB BANK WITH A GUN
532,1509911.0,Violence/Homicide,"ASSAULT, AGGRAVATED, ON POLICE OFFICER, W/ SEMI AUTO"
533,1593103.0,Larceny/Theft,ASSAULT TO ROB ON THE STREET W/DEADLY WEAPON
534,1614491.0,Violence/Homicide,BOMBING OF POLICE BUILDING
535,1682577.0,Violence/Homicide,"SNIPER SCOPE, POSSESSION OF"
536,1767619.0,Violence/Homicide,ATTEMPTED HOMICIDE BY SNIPING
537,1914106.0,Drug/Narcotics,TRANSPORTATION OF OPIUM DERIVATIVE
538,0.0,Kidnapping,He missing
539,1.0,Kidnapping,He can't find
540,2.0,Kidnapping,He Don't see
541,3.0,Kidnapping,He gone
542,4.0,Kidnapping,He disappeared
543,5.0,Kidnapping,He haven't seen
544,6.0,Kidnapping,He kidnapped her
545,7.0,Kidnapping,He kidnapped him
546,8.0,Kidnapping,He kidnapped
547,9.0,Kidnapping,He took from park
548,10.0,Kidnapping,He took from school
549,11.0,Kidnapping,He forced into car
550,12.0,Kidnapping,He pushed into van
551,13.0,Kidnapping,He found person
552,14.0,Kidnapping,He found
553,15.0,Kidnapping,He child taking
554,16.0,Kidnapping,He child stealing
555,17.0,Kidnapping,He kidnapping adult
556,18.0,Kidnapping,He kidnapping kid
557,19.0,Kidnapping,He tried to kidnap
558,20.0,Kidnapping,He has hostages
559,21.0,Kidnapping,He hostage
560,22.0,Kidnapping,He taken
561,23.0,Kidnapping,He abducted
562,24.0,Kidnapping,He my child
563,25.0,Kidnapping,He my daughter
564,26.0,Kidnapping,He my son
565,27.0,Kidnapping,He human trafficking
566,28.0,Kidnapping,She missing
567,29.0,Kidnapping,She can't find
568,30.0,Kidnapping,She Don't see
569,31.0,Kidnapping,She gone
570,32.0,Kidnapping,She disappeared
571,33.0,Kidnapping,She haven't seen
572,34.0,Kidnapping,She kidnapped her
573,35.0,Kidnapping,She kidnapped him
574,36.0,Kidnapping,She kidnapped
575,37.0,Kidnapping,She took from park
576,38.0,Kidnapping,She took from school
577,39.0,Kidnapping,She forced into car
578,40.0,Kidnapping,She pushed into van
579,41.0,Kidnapping,She found person
580,42.0,Kidnapping,She found
581,43.0,Kidnapping,She child taking
582,44.0,Kidnapping,She child stealing
583,45.0,Kidnapping,She kidnapping adult
584,46.0,Kidnapping,She kidnapping kid
585,47.0,Kidnapping,She tried to kidnap
586,48.0,Kidnapping,She has hostages
587,49.0,Kidnapping,She hostage
588,50.0,Kidnapping,She taken
589,51.0,Kidnapping,She abducted
590,52.0,Kidnapping,She my child
591,53.0,Kidnapping,She my daughter
592,54.0,Kidnapping,She my son
593,55.0,Kidnapping,She human trafficking
594,56.0,Kidnapping,They missing
595,57.0,Kidnapping,They can't find
596,58.0,Kidnapping,They Don't see
597,59.0,Kidnapping,They gone
598,60.0,Kidnapping,They disappeared
599,61.0,Kidnapping,They haven't seen
600,62.0,Kidnapping,They kidnapped her
601,63.0,Kidnapping,They kidnapped him
602,64.0,Kidnapping,They kidnapped
603,65.0,Kidnapping,They took from park
604,66.0,Kidnapping,They took from school
605,67.0,Kidnapping,They forced into car
606,68.0,Kidnapping,They pushed into van
607,69.0,Kidnapping,They found person
608,70.0,Kidnapping,They found
609,71.0,Kidnapping,They child taking
610,72.0,Kidnapping,They child stealing
611,73.0,Kidnapping,They kidnapping adult
612,74.0,Kidnapping,They kidnapping kid
613,75.0,Kidnapping,They tried to kidnap
614,76.0,Kidnapping,They has hostages
615,77.0,Kidnapping,They hostage
616,78.0,Kidnapping,They taken
617,79.0,Kidnapping,They abducted
618,80.0,Kidnapping,They my child
619,81.0,Kidnapping,They my daughter
620,82.0,Kidnapping,They my son
621,83.0,Kidnapping,They human trafficking
622,84.0,Kidnapping,Us missing
623,85.0,Kidnapping,Us can't find
624,86.0,Kidnapping,Us Don't see
625,87.0,Kidnapping,Us gone
626,88.0,Kidnapping,Us disappeared
627,89.0,Kidnapping,Us haven't seen
628,90.0,Kidnapping,Us kidnapped her
629,91.0,Kidnapping,Us kidnapped him
630,92.0,Kidnapping,Us kidnapped
631,93.0,Kidnapping,Us took from park
632,94.0,Kidnapping,Us took from school
633,95.0,Kidnapping,Us forced into car
634,96.0,Kidnapping,Us pushed into van
635,97.0,Kidnapping,Us found person
636,98.0,Kidnapping,Us found
637,99.0,Kidnapping,Us child taking
638,100.0,Kidnapping,Us child stealing
639,101.0,Kidnapping,Us kidnapping adult
640,102.0,Kidnapping,Us kidnapping kid
641,103.0,Kidnapping,Us tried to kidnap
642,104.0,Kidnapping,Us has hostages
643,105.0,Kidnapping,Us hostage
644,106.0,Kidnapping,Us taken
645,107.0,Kidnapping,Us abducted
646,108.0,Kidnapping,Us my child
647,109.0,Kidnapping,Us my daughter
648,110.0,Kidnapping,Us my son
649,111.0,Kidnapping,Us human trafficking
650,112.0,Kidnapping,A guy missing
651,113.0,Kidnapping,A guy can't find
652,114.0,Kidnapping,A guy Don't see
653,115.0,Kidnapping,A guy gone
654,116.0,Kidnapping,A guy disappeared
655,117.0,Kidnapping,A guy haven't seen
656,118.0,Kidnapping,A guy kidnapped her
657,119.0,Kidnapping,A guy kidnapped him
658,120.0,Kidnapping,A guy kidnapped
659,121.0,Kidnapping,A guy took from park
660,122.0,Kidnapping,A guy took from school
661,123.0,Kidnapping,A guy forced into car
662,124.0,Kidnapping,A guy pushed into van
663,125.0,Kidnapping,A guy found person
664,126.0,Kidnapping,A guy found
665,127.0,Kidnapping,A guy child taking
666,128.0,Kidnapping,A guy child stealing
667,129.0,Kidnapping,A guy kidnapping adult
668,130.0,Kidnapping,A guy kidnapping kid
669,131.0,Kidnapping,A guy tried to kidnap
670,132.0,Kidnapping,A guy has hostages
671,133.0,Kidnapping,A guy hostage
672,134.0,Kidnapping,A guy taken
673,135.0,Kidnapping,A guy abducted
674,136.0,Kidnapping,A guy my child
675,137.0,Kidnapping,A guy my daughter
676,138.0,Kidnapping,A guy my son
677,139.0,Kidnapping,A guy human trafficking
678,140.0,Kidnapping,A girl missing
679,141.0,Kidnapping,A girl can't find
680,142.0,Kidnapping,A girl Don't see
681,143.0,Kidnapping,A girl gone
682,144.0,Kidnapping,A girl disappeared
683,145.0,Kidnapping,A girl haven't seen
684,146.0,Kidnapping,A girl kidnapped her
685,147.0,Kidnapping,A girl kidnapped him
686,148.0,Kidnapping,A girl kidnapped
687,149.0,Kidnapping,A girl took from park
688,150.0,Kidnapping,A girl took from school
689,151.0,Kidnapping,A girl forced into car
690,152.0,Kidnapping,A girl pushed into van
691,153.0,Kidnapping,A girl found person
692,154.0,Kidnapping,A girl found
693,155.0,Kidnapping,A girl child taking
694,156.0,Kidnapping,A girl child stealing
695,157.0,Kidnapping,A girl kidnapping adult
696,158.0,Kidnapping,A girl kidnapping kid
697,159.0,Kidnapping,A girl tried to kidnap
698,160.0,Kidnapping,A girl has hostages
699,161.0,Kidnapping,A girl hostage
700,162.0,Kidnapping,A girl taken
701,163.0,Kidnapping,A girl abducted
702,164.0,Kidnapping,A girl my child
703,165.0,Kidnapping,A girl my daughter
704,166.0,Kidnapping,A girl my son
705,167.0,Kidnapping,A girl human trafficking
706,168.0,Kidnapping,A man missing
707,169.0,Kidnapping,A man can't find
708,170.0,Kidnapping,A man Don't see
709,171.0,Kidnapping,A man gone
710,172.0,Kidnapping,A man disappeared
711,173.0,Kidnapping,A man haven't seen
712,174.0,Kidnapping,A man kidnapped her
713,175.0,Kidnapping,A man kidnapped him
714,176.0,Kidnapping,A man kidnapped
715,177.0,Kidnapping,A man took from park
716,178.0,Kidnapping,A man took from school
717,179.0,Kidnapping,A man forced into car
718,180.0,Kidnapping,A man pushed into van
719,181.0,Kidnapping,A man found person
720,182.0,Kidnapping,A man found
721,183.0,Kidnapping,A man child taking
722,184.0,Kidnapping,A man child stealing
723,185.0,Kidnapping,A man kidnapping adult
724,186.0,Kidnapping,A man kidnapping kid
725,187.0,Kidnapping,A man tried to kidnap
726,188.0,Kidnapping,A man has hostages
727,189.0,Kidnapping,A man hostage
728,190.0,Kidnapping,A man taken
729,191.0,Kidnapping,A man abducted
730,192.0,Kidnapping,A man my child
731,193.0,Kidnapping,A man my daughter
732,194.0,Kidnapping,A man my son
733,195.0,Kidnapping,A man human trafficking
734,196.0,Kidnapping,A woman missing
735,197.0,Kidnapping,A woman can't find
736,198.0,Kidnapping,A woman Don't see
737,199.0,Kidnapping,A woman gone
738,200.0,Kidnapping,A woman disappeared
739,201.0,Kidnapping,A woman haven't seen
740,202.0,Kidnapping,A woman kidnapped her
741,203.0,Kidnapping,A woman kidnapped him
742,204.0,Kidnapping,A woman kidnapped
743,205.0,Kidnapping,A woman took from park
744,206.0,Kidnapping,A woman took from school
745,207.0,Kidnapping,A woman forced into car
746,208.0,Kidnapping,A woman pushed into van
747,209.0,Kidnapping,A woman found person
748,210.0,Kidnapping,A woman found
749,211.0,Kidnapping,A woman child taking
750,212.0,Kidnapping,A woman child stealing
751,213.0,Kidnapping,A woman kidnapping adult
752,214.0,Kidnapping,A woman kidnapping kid
753,215.0,Kidnapping,A woman tried to kidnap
754,216.0,Kidnapping,A woman has hostages
755,217.0,Kidnapping,A woman hostage
756,218.0,Kidnapping,A woman taken
757,219.0,Kidnapping,A woman abducted
758,220.0,Kidnapping,A woman my child
759,221.0,Kidnapping,A woman my daughter
760,222.0,Kidnapping,A woman my son
761,223.0,Kidnapping,A woman human trafficking
762,224.0,Kidnapping,That guy missing
763,225.0,Kidnapping,That guy can't find
764,226.0,Kidnapping,That guy Don't see
765,227.0,Kidnapping,That guy gone
766,228.0,Kidnapping,That guy disappeared
767,229.0,Kidnapping,That guy haven't seen
768,230.0,Kidnapping,That guy kidnapped her
769,231.0,Kidnapping,That guy kidnapped him
770,232.0,Kidnapping,That guy kidnapped
771,233.0,Kidnapping,That guy took from park
772,234.0,Kidnapping,That guy took from school
773,235.0,Kidnapping,That guy forced into car
774,236.0,Kidnapping,That guy pushed into van
775,237.0,Kidnapping,That guy found person
776,238.0,Kidnapping,That guy found
777,239.0,Kidnapping,That guy child taking
778,240.0,Kidnapping,That guy child stealing
779,241.0,Kidnapping,That guy kidnapping adult
780,242.0,Kidnapping,That guy kidnapping kid
781,243.0,Kidnapping,That guy tried to kidnap
782,244.0,Kidnapping,That guy has hostages
783,245.0,Kidnapping,That guy hostage
784,246.0,Kidnapping,That guy taken
785,247.0,Kidnapping,That guy abducted
786,248.0,Kidnapping,That guy my child
787,249.0,Kidnapping,That guy my daughter
788,250.0,Kidnapping,That guy my son
789,251.0,Kidnapping,That guy human trafficking
790,252.0,Kidnapping,My neighbour missing
791,253.0,Kidnapping,My neighbour can't find
792,254.0,Kidnapping,My neighbour Don't see
793,255.0,Kidnapping,My neighbour gone
794,256.0,Kidnapping,My neighbour disappeared
795,257.0,Kidnapping,My neighbour haven't seen
796,258.0,Kidnapping,My neighbour kidnapped her
797,259.0,Kidnapping,My neighbour kidnapped him
798,260.0,Kidnapping,My neighbour kidnapped
799,261.0,Kidnapping,My neighbour took from park
800,262.0,Kidnapping,My neighbour took from school
801,263.0,Kidnapping,My neighbour forced into car
802,264.0,Kidnapping,My neighbour pushed into van
803,265.0,Kidnapping,My neighbour found person
804,266.0,Kidnapping,My neighbour found
805,267.0,Kidnapping,My neighbour child taking
806,268.0,Kidnapping,My neighbour child stealing
807,269.0,Kidnapping,My neighbour kidnapping adult
808,270.0,Kidnapping,My neighbour kidnapping kid
809,271.0,Kidnapping,My neighbour tried to kidnap
810,272.0,Kidnapping,My neighbour has hostages
811,273.0,Kidnapping,My neighbour hostage
812,274.0,Kidnapping,My neighbour taken
813,275.0,Kidnapping,My neighbour abducted
814,276.0,Kidnapping,My neighbour my child
815,277.0,Kidnapping,My neighbour my daughter
816,278.0,Kidnapping,My neighbour my son
817,279.0,Kidnapping,My neighbour human trafficking
818,280.0,Kidnapping,My friend missing
819,281.0,Kidnapping,My friend can't find
820,282.0,Kidnapping,My friend Don't see
821,283.0,Kidnapping,My friend gone
822,284.0,Kidnapping,My friend disappeared
823,285.0,Kidnapping,My friend haven't seen
824,286.0,Kidnapping,My friend kidnapped her
825,287.0,Kidnapping,My friend kidnapped him
826,288.0,Kidnapping,My friend kidnapped
827,289.0,Kidnapping,My friend took from park
828,290.0,Kidnapping,My friend took from school
829,291.0,Kidnapping,My friend forced into car
830,292.0,Kidnapping,My friend pushed into van
831,293.0,Kidnapping,My friend found person
832,294.0,Kidnapping,My friend found
833,295.0,Kidnapping,My friend child taking
