,category,message
80438,Larceny/Theft,SAFE BURGLARY OF AN APARTMENT
80694,Mental Health/Bullying,REMAINING ON CAMPUS WITHOUT CONSENT
80744,Drug/Narcotics,SALE OF ALCOHOL TO MINOR
82460,Larceny/Theft,SAFE BURGLARY OF A RESIDENCE
82520,Larceny/Theft,ATTEMPTED AUTO STRIP
82933,Violence/Homicide,ARSON OF A POLICE BUILDING
83729,Drug/Narcotics,SALES COCAINE BASE/SCHOOLYARD TRAFFICKING ACT VIO
84208,Mental Health/Bullying,ATTEMPTED SUICIDE BY ASPHYXIATION
84581,Drug/Narcotics,SELL OR FURNISH ALCOHOL TO INTOXICATED PERSON
85240,Drug/Narcotics,LICENSE REQUIRED TO SELL ALCOHOL
87707,Larceny/Theft,ATTEMPTED GRAND THEFT PURSESNATCH
89315,Mental Health/Bullying,SUICIDE BY ASPHYXIATION
93922,Mental Health/Bullying,SUICIDE BY LACERATION
96934,Mental Health/Bullying,LOITERS AROUND PUBLIC TOILET FOR LEWD ACT
102621,Violence/Homicide,POSSESSION OF MACHINE GUN
105919,Drug/Narcotics,MINOR PURCHASING ALCOHOL
105920,Drug/Narcotics,SALE OF ALCOHOL TO MINOR IN BAR
106698,Larceny/Theft,ATTEMPTED ROBBERY CHAIN STORE WITH DEADLY WEAPON
118203,Mental Health/Bullying,ATTEMPTED SUICIDE BY FIREARMS
118606,Larceny/Theft,"BURGLARY,APT UNDER CONSTRUCTION, ATT. FORCIBLE"
119255,Mental Health/Bullying,ATTEMPTED SUICIDE BY FIRE
123508,Larceny/Theft,ATTEMPTED ROBBERY CHAIN STORE WITH A GUN
123866,Mental Health/Bullying,ATTEMPTED SUICIDE BY STRANGULATION
128319,Larceny/Theft,"BURGLARY,BLDG. UNDER CONSTRUCTION, ATT. FORCIBLE"
128370,Larceny/Theft,ROBBERY OF A SERVICE STATION W/DANGEROUS WEAPON
129662,Drug/Narcotics,TRANSPORTATION OF HALLUCINOGENIC
130293,Larceny/Theft,STOLEN TRAILER
135267,Mental Health/Bullying,INCITING TO RIOT
140072,Larceny/Theft,STOLEN BUS
144169,Larceny/Theft,"BURGLARY OF WAREHOUSE, ATTEMPTED FORCIBLE ENTRY"
144554,Larceny/Theft,ATTEMPTED ROBBERY RESIDENCE WITH A DEADLY WEAPON
150182,Drug/Narcotics,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR"
151320,Violence/Homicide,POSS OF FIREARM SILENCER
154018,Larceny/Theft,"TRADE SECRETS, THEFT OR UNAUTHORIZED COPYING"
154094,Sex Offences,"OBSCENE MATTER, DISTRIBUTION TO MINORS"
154431,Larceny/Theft,"STOLEN METALS, RECEIVING"
154602,Kidnapping,"KIDNAPPER, POSING AS"
154685,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ OTHER WEAPON"
154953,Larceny/Theft,"THEFT, ANIMAL, ATT."
155069,Larceny/Theft,"THEFT, DRUNK ROLL, $50-$200"
155763,Larceny/Theft,"AUTO, GRAND THEFT OF"
155923,Violence/Homicide,"WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER"
156426,Sex Offences,ASSAULT TO COMMIT MAYHEM OR SPECIFIC SEX OFFENSES
156443,Larceny/Theft,"THEFT, DRUNK ROLL, $200-$400"
156639,Kidnapping,KIDNAPPING DURING CARJACKING
156785,Violence/Homicide,"WEAPON, DEADLY, EXHIBITING TO RESIST ARREST"
157246,Violence/Homicide,"CIVIL RIGHTS, INCL. INJURY, THREAT, OR DAMAGE (HATE CRIMES)"
157675,Violence/Homicide,ASSAULT OR ATTEMPTED MURDER UPON GOV'T OFFICERS
158631,Larceny/Theft,"THEFT, GRAND, BY FIDUCIARY, >$400 IN 12 MONTHS"
158769,Violence/Homicide,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT
158925,Violence/Homicide,"LASERS, DISCHARGING OR LIGHTS AT AIRCRAFT"
159043,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ FORCE"
159452,Larceny/Theft,"ROBBERY,  ATM, OTHER WEAPON"
159657,Violence/Homicide,TERRORIZING BY MARKING PRIVATE PROPERTY
159947,Violence/Homicide,"WEAPON, DEADLY, POSSESSION OF TO VIOLATE 136.1 PC"
160396,Larceny/Theft,"THEFT, BOAT"
160752,Larceny/Theft,"ROBBERY,  ATM, GUN"
161197,Violence/Homicide,DISTURBING RELIGIOUS MEETINGS
161413,Larceny/Theft,"ROBBERY,  ATM, GUN, ATT."
161529,Larceny/Theft,"THEFT OF TELECOMMUNICATION SERVICES, INCL. CLONE PHONE"
162723,Larceny/Theft,"THEFT, GRAND, AGRICULTURAL"
162916,Violence/Homicide,TERRORIZING BY ARSON OR EXPLOSIVE DEVICE
165354,Sex Offences,"SEXUAL CONTACT WITH PATIENT, FORMER PATIENT"
166445,Mental Health/Bullying,"OBSTRUCTING HEALTH FACILITY, PLACE OF WORSHIP, OR SCHOOL"
169827,Violence/Homicide,"DESTRUCTIVE DEVICE, POSSESSION OF MATERIALS"
174939,Drug/Narcotics,SALE OF OPIUM
179203,Drug/Narcotics,TRANSPORTATION OF OPIUM
184946,Violence/Homicide,"FIREARM, POSSESSION OF WHILE WEARING MASK"
190793,Larceny/Theft,"BURGLARY,WAREHOUSE UNDER CONSTRT, ATT. FORCIBLE"
191549,Larceny/Theft,"ROBBERY,  ATM, KNIFE, ATT."
192888,Larceny/Theft,SAFE BURGLARY OF A FLAT
193766,Larceny/Theft,ATTEMPTED MOTORCYCLE STRIP
196757,Mental Health/Bullying,LODGING IN PARK
196849,Sex Offences,INCEST
199105,Drug/Narcotics,VISITING WHERE DRUGS ARE USED OR SMOKED
200542,Larceny/Theft,"BURGLARY,FLAT UNDER CONSTRUCTION, ATT. FORCIBLE"
212276,Sex Offences,ASSAULT TO RAPE WITH A SHARP INSTRUMENT
212277,Sex Offences,"ATTEMPTED RAPE, ARMED WITH A SHARP INSTRUMENT"
214967,Drug/Narcotics,SALE OF HALLUCINOGENIC
222164,Violence/Homicide,ASSAULT BY POISONING
223777,Sex Offences,"ATTEMPTED RAPE, ARMED WITH A DANGEROUS WEAPON"
235645,Violence/Homicide,"ARMOR PENETRATING AMMUNITION, POSSESSION"
243204,Larceny/Theft,"VEHICLE, RECOVERED, OTHER VEHICLE"
243954,Drug/Narcotics,SALE OF AMPHETAMINE
245018,Larceny/Theft,"BURGLARY OF HOTEL ROOM, ATTEMPTED FORCIBLE ENTRY"
249253,Mental Health/Bullying,SUICIDE BY INGESTION
249312,Larceny/Theft,GRAND THEFT PHONE BOOTH
254701,Drug/Narcotics,MONEY OFFENSE RELATED TO NARCOTICS TRAFFICKING
258689,Violence/Homicide,BATTERY BY JUVENILE SUSPECT
259526,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION W/BODILY FORCE
261881,Drug/Narcotics,POSSESSION OF BARBITUATES FOR SALES
263873,Violence/Homicide,POSS OF FIRE BOMB
271459,Drug/Narcotics,ENCOURAGE MINOR TO USE CONTROLLED SUBSTANCE
277654,Violence/Homicide,ASSAULT BY JUVENILE SUSPECT
281024,Drug/Narcotics,ENCOURAGING MINOR TO USE COCAINE
281622,Drug/Narcotics,POSSESSION OF OPIUM FOR SALES
281707,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ KNIFE"
282322,Larceny/Theft,"VEHICLE, RECOVERED, MOBILE HOME-TRAILER"
284643,Drug/Narcotics,SALE OF ALCOHOL BY MINOR
294336,Violence/Homicide,ARSON WITH GREAT BODILY INJURY
304060,Violence/Homicide,COMMISSION OF FELONY WHILE ARMED
306600,Violence/Homicide,BATTERY DURING LABOR DISPUTE
307429,Larceny/Theft,PETTY THEFT PHONE BOOTH
328396,Drug/Narcotics,PLANTING/CULTIVATING PEYOTE
330938,Drug/Narcotics,ENCOURAGE MINOR TO USE BARBITUATES
340939,Violence/Homicide,"AGGRAVATED ASSAULT OF POLICE OFFICER, SNIPING"
342886,Larceny/Theft,ASSAULT TO ROB WITH BODILY FORCE
346912,Violence/Homicide,"ASSAULT, AGGRAVATED, W/ SEMI AUTO"
366533,Violence/Homicide,AGGRAVATED ASSAULT ON POLICE OFFICER WITH A GUN
382655,Drug/Narcotics,"ALCOHOLIC BEVERAGE, PROCURING SALE OF"
408245,Drug/Narcotics,POSSESSION OF OPIUM DERIVATIVE FOR SALES
408447,Drug/Narcotics,"DRUG LAB APPARATUS, POSSESSION"
418311,Larceny/Theft,ROBBERY OF A SERVICE STATION WITH A KNIFE
422118,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION W/DEADLY WEAPON
437493,Larceny/Theft,ATTEMPTED ROBBERY OF A BANK WITH A KNIFE
440844,Drug/Narcotics,ENCOURAGE MINOR TO USE METH-AMPHETAMINE
462771,Drug/Narcotics,ENCOURAGE MINOR TO USE HALLUCINOGENIC
470279,Violence/Homicide,"DISTURBANCE OF NON-RELIGIOUS, NON-POLITICAL ASSEMBLY"
472180,Drug/Narcotics,ENCOURAGE MINOR TO USE HEROIN
516551,Mental Health/Bullying,SUICIDE BY FIRE
518658,Violence/Homicide,SHOOTING BY JUVENILE SUSPECT
544996,Mental Health/Bullying,SUICIDE BY DROWNING
555731,Larceny/Theft,ATTEMPTED ROBBERY SERVICE STATION WITH A GUN
571595,Mental Health/Bullying,ATTEMPTED SUICIDE BY DROWNING
571896,Larceny/Theft,"BURGLARY,WAREHOUSE UNDER CONSTRT, UNLAWFUL ENTRY"
576970,Violence/Homicide,ARSON OF A POLICE VEHICLE
578696,Drug/Narcotics,POSSESSION OF BARBITUATES
591037,Larceny/Theft,"THEFT, DRUNK ROLL, ATT."
603895,Larceny/Theft,SAFE BURGLARY OF A RESIDENCE WITH EXPLOSIVES
632509,Drug/Narcotics,SALE OF OPIUM DERIVATIVE
662985,Violence/Homicide,"ASSAULT, AGGRAVATED, ON POLICE OFFICER, W/ FULL AUTO"
697225,Drug/Narcotics,TRANSPORTATION OF METHADONE
704406,Larceny/Theft,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ GUN"
720088,Larceny/Theft,LOOTING DURING STATE OF EMERGENCY
729712,Larceny/Theft,SAFE BURGLARY OF A WAREHOUSE WITH EXPLOSIVES
812889,Drug/Narcotics,ENCOURAGE MINOR TO USE OPIATES
835105,Larceny/Theft,ATTEMPTED THEFT PHONE BOOTH
837821,Larceny/Theft,"VEHICLE, RECOVERED, BUS"
844060,Violence/Homicide,ATTEMPTED MAYHEM WITH A GUN
889256,Larceny/Theft,SAFE BURGLARY WITH EXPLOSIVES
981762,Larceny/Theft,"BURGLARY,HOTEL UNDER CONSTRUCTION, ATT. FORCIBLE"
992828,Violence/Homicide,ATTEMPTED HOMICIDE WITH EXPLOSIVES
1071940,Drug/Narcotics,ENCOURAGE MINOR TO USE AMPHETAMINE
1126077,Violence/Homicide,"ASSAULT, AGGRAVATED, W/ MACHINE GUN"
1149793,Sex Offences,"BIGAMY, INCEST, AND THE CRIME AGAINST NATURE (GENERAL)"
1481181,Larceny/Theft,ASSAULT TO ROB BANK WITH A GUN
1509911,Violence/Homicide,"ASSAULT, AGGRAVATED, ON POLICE OFFICER, W/ SEMI AUTO"
1593103,Larceny/Theft,ASSAULT TO ROB ON THE STREET W/DEADLY WEAPON
1614491,Violence/Homicide,BOMBING OF POLICE BUILDING
1682577,Violence/Homicide,"SNIPER SCOPE, POSSESSION OF"
1767619,Violence/Homicide,ATTEMPTED HOMICIDE BY SNIPING
1914106,Drug/Narcotics,TRANSPORTATION OF OPIUM DERIVATIVE
0,Kidnapping,He missing
1,Kidnapping,He can't find
2,Kidnapping,He Don't see
3,Kidnapping,He gone
4,Kidnapping,He disappeared
5,Kidnapping,He haven't seen
6,Kidnapping,He kidnapped her
7,Kidnapping,He kidnapped him
8,Kidnapping,He kidnapped
9,Kidnapping,He took from park
10,Kidnapping,He took from school
11,Kidnapping,He forced into car
12,Kidnapping,He pushed into van
13,Kidnapping,He found person
14,Kidnapping,He found
15,Kidnapping,He child taking
16,Kidnapping,He child stealing
17,Kidnapping,He kidnapping adult
18,Kidnapping,He kidnapping kid
19,Kidnapping,He tried to kidnap
20,Kidnapping,He has hostages
21,Kidnapping,He hostage
22,Kidnapping,He taken
23,Kidnapping,He abducted
24,Kidnapping,He my child
25,Kidnapping,He my daughter
26,Kidnapping,He my son
27,Kidnapping,He human trafficking
28,Kidnapping,She missing
29,Kidnapping,She can't find
30,Kidnapping,She Don't see
31,Kidnapping,She gone
32,Kidnapping,She disappeared
33,Kidnapping,She haven't seen
34,Kidnapping,She kidnapped her
35,Kidnapping,She kidnapped him
36,Kidnapping,She kidnapped
37,Kidnapping,She took from park
38,Kidnapping,She took from school
39,Kidnapping,She forced into car
40,Kidnapping,She pushed into van
41,Kidnapping,She found person
42,Kidnapping,She found
43,Kidnapping,She child taking
44,Kidnapping,She child stealing
45,Kidnapping,She kidnapping adult
46,Kidnapping,She kidnapping kid
47,Kidnapping,She tried to kidnap
48,Kidnapping,She has hostages
49,Kidnapping,She hostage
50,Kidnapping,She taken
51,Kidnapping,She abducted
52,Kidnapping,She my child
53,Kidnapping,She my daughter
54,Kidnapping,She my son
55,Kidnapping,She human trafficking
56,Kidnapping,They missing
57,Kidnapping,They can't find
58,Kidnapping,They Don't see
59,Kidnapping,They gone
60,Kidnapping,They disappeared
61,Kidnapping,They haven't seen
62,Kidnapping,They kidnapped her
63,Kidnapping,They kidnapped him
64,Kidnapping,They kidnapped
65,Kidnapping,They took from park
66,Kidnapping,They took from school
67,Kidnapping,They forced into car
68,Kidnapping,They pushed into van
69,Kidnapping,They found person
70,Kidnapping,They found
71,Kidnapping,They child taking
72,Kidnapping,They child stealing
73,Kidnapping,They kidnapping adult
74,Kidnapping,They kidnapping kid
75,Kidnapping,They tried to kidnap
76,Kidnapping,They has hostages
77,Kidnapping,They hostage
78,Kidnapping,They taken
79,Kidnapping,They abducted
80,Kidnapping,They my child
81,Kidnapping,They my daughter
82,Kidnapping,They my son
83,Kidnapping,They human trafficking
84,Kidnapping,Us missing
85,Kidnapping,Us can't find
86,Kidnapping,Us Don't see
87,Kidnapping,Us gone
88,Kidnapping,Us disappeared
89,Kidnapping,Us haven't seen
90,Kidnapping,Us kidnapped her
91,Kidnapping,Us kidnapped him
92,Kidnapping,Us kidnapped
93,Kidnapping,Us took from park
94,Kidnapping,Us took from school
95,Kidnapping,Us forced into car
96,Kidnapping,Us pushed into van
97,Kidnapping,Us found person
98,Kidnapping,Us found
99,Kidnapping,Us child taking
100,Kidnapping,Us child stealing
101,Kidnapping,Us kidnapping adult
102,Kidnapping,Us kidnapping kid
103,Kidnapping,Us tried to kidnap
104,Kidnapping,Us has hostages
105,Kidnapping,Us hostage
106,Kidnapping,Us taken
107,Kidnapping,Us abducted
108,Kidnapping,Us my child
109,Kidnapping,Us my daughter
110,Kidnapping,Us my son
111,Kidnapping,Us human trafficking
112,Kidnapping,A guy missing
113,Kidnapping,A guy can't find
114,Kidnapping,A guy Don't see
115,Kidnapping,A guy gone
116,Kidnapping,A guy disappeared
117,Kidnapping,A guy haven't seen
118,Kidnapping,A guy kidnapped her
119,Kidnapping,A guy kidnapped him
120,Kidnapping,A guy kidnapped
121,Kidnapping,A guy took from park
122,Kidnapping,A guy took from school
123,Kidnapping,A guy forced into car
124,Kidnapping,A guy pushed into van
125,Kidnapping,A guy found person
126,Kidnapping,A guy found
127,Kidnapping,A guy child taking
128,Kidnapping,A guy child stealing
129,Kidnapping,A guy kidnapping adult
130,Kidnapping,A guy kidnapping kid
131,Kidnapping,A guy tried to kidnap
132,Kidnapping,A guy has hostages
133,Kidnapping,A guy hostage
134,Kidnapping,A guy taken
135,Kidnapping,A guy abducted
136,Kidnapping,A guy my child
137,Kidnapping,A guy my daughter
138,Kidnapping,A guy my son
139,Kidnapping,A guy human trafficking
140,Kidnapping,A girl missing
141,Kidnapping,A girl can't find
142,Kidnapping,A girl Don't see
143,Kidnapping,A girl gone
144,Kidnapping,A girl disappeared
145,Kidnapping,A girl haven't seen
146,Kidnapping,A girl kidnapped her
147,Kidnapping,A girl kidnapped him
148,Kidnapping,A girl kidnapped
149,Kidnapping,A girl took from park
150,Kidnapping,A girl took from school
151,Kidnapping,A girl forced into car
152,Kidnapping,A girl pushed into van
153,Kidnapping,A girl found person
154,Kidnapping,A girl found
155,Kidnapping,A girl child taking
156,Kidnapping,A girl child stealing
157,Kidnapping,A girl kidnapping adult
158,Kidnapping,A girl kidnapping kid
159,Kidnapping,A girl tried to kidnap
160,Kidnapping,A girl has hostages
161,Kidnapping,A girl hostage
162,Kidnapping,A girl taken
163,Kidnapping,A girl abducted
164,Kidnapping,A girl my child
165,Kidnapping,A girl my daughter
166,Kidnapping,A girl my son
167,Kidnapping,A girl human trafficking
168,Kidnapping,A man missing
169,Kidnapping,A man can't find
170,Kidnapping,A man Don't see
171,Kidnapping,A man gone
172,Kidnapping,A man disappeared
173,Kidnapping,A man haven't seen
174,Kidnapping,A man kidnapped her
175,Kidnapping,A man kidnapped him
176,Kidnapping,A man kidnapped
177,Kidnapping,A man took from park
178,Kidnapping,A man took from school
179,Kidnapping,A man forced into car
180,Kidnapping,A man pushed into van
181,Kidnapping,A man found person
182,Kidnapping,A man found
183,Kidnapping,A man child taking
184,Kidnapping,A man child stealing
185,Kidnapping,A man kidnapping adult
186,Kidnapping,A man kidnapping kid
187,Kidnapping,A man tried to kidnap
188,Kidnapping,A man has hostages
189,Kidnapping,A man hostage
190,Kidnapping,A man taken
191,Kidnapping,A man abducted
192,Kidnapping,A man my child
193,Kidnapping,A man my daughter
194,Kidnapping,A man my son
195,Kidnapping,A man human trafficking
196,Kidnapping,A woman missing
197,Kidnapping,A woman can't find
198,Kidnapping,A woman Don't see
199,Kidnapping,A woman gone
200,Kidnapping,A woman disappeared
201,Kidnapping,A woman haven't seen
202,Kidnapping,A woman kidnapped her
203,Kidnapping,A woman kidnapped him
204,Kidnapping,A woman kidnapped
205,Kidnapping,A woman took from park
206,Kidnapping,A woman took from school
207,Kidnapping,A woman forced into car
208,Kidnapping,A woman pushed into van
209,Kidnapping,A woman found person
210,Kidnapping,A woman found
211,Kidnapping,A woman child taking
212,Kidnapping,A woman child stealing
213,Kidnapping,A woman kidnapping adult
214,Kidnapping,A woman kidnapping kid
215,Kidnapping,A woman tried to kidnap
216,Kidnapping,A woman has hostages
217,Kidnapping,A woman hostage
218,Kidnapping,A woman taken
219,Kidnapping,A woman abducted
220,Kidnapping,A woman my child
221,Kidnapping,A woman my daughter
222,Kidnapping,A woman my son
223,Kidnapping,A woman human trafficking
224,Kidnapping,That guy missing
225,Kidnapping,That guy can't find
226,Kidnapping,That guy Don't see
227,Kidnapping,That guy gone
228,Kidnapping,That guy disappeared
229,Kidnapping,That guy haven't seen
230,Kidnapping,That guy kidnapped her
231,Kidnapping,That guy kidnapped him
232,Kidnapping,That guy kidnapped
233,Kidnapping,That guy took from park
234,Kidnapping,That guy took from school
235,Kidnapping,That guy forced into car
236,Kidnapping,That guy pushed into van
237,Kidnapping,That guy found person
238,Kidnapping,That guy found
239,Kidnapping,That guy child taking
240,Kidnapping,That guy child stealing
241,Kidnapping,That guy kidnapping adult
242,Kidnapping,That guy kidnapping kid
243,Kidnapping,That guy tried to kidnap
244,Kidnapping,That guy has hostages
245,Kidnapping,That guy hostage
246,Kidnapping,That guy taken
247,Kidnapping,That guy abducted
248,Kidnapping,That guy my child
249,Kidnapping,That guy my daughter
250,Kidnapping,That guy my son
251,Kidnapping,That guy human trafficking
252,Kidnapping,My neighbour missing
253,Kidnapping,My neighbour can't find
254,Kidnapping,My neighbour Don't see
255,Kidnapping,My neighbour gone
256,Kidnapping,My neighbour disappeared
257,Kidnapping,My neighbour haven't seen
258,Kidnapping,My neighbour kidnapped her
259,Kidnapping,My neighbour kidnapped him
260,Kidnapping,My neighbour kidnapped
261,Kidnapping,My neighbour took from park
262,Kidnapping,My neighbour took from school
263,Kidnapping,My neighbour forced into car
264,Kidnapping,My neighbour pushed into van
265,Kidnapping,My neighbour found person
266,Kidnapping,My neighbour found
267,Kidnapping,My neighbour child taking
268,Kidnapping,My neighbour child stealing
269,Kidnapping,My neighbour kidnapping adult
270,Kidnapping,My neighbour kidnapping kid
271,Kidnapping,My neighbour tried to kidnap
272,Kidnapping,My neighbour has hostages
273,Kidnapping,My neighbour hostage
274,Kidnapping,My neighbour taken
275,Kidnapping,My neighbour abducted
276,Kidnapping,My neighbour my child
277,Kidnapping,My neighbour my daughter
278,Kidnapping,My neighbour my son
279,Kidnapping,My neighbour human trafficking
280,Kidnapping,My friend missing
281,Kidnapping,My friend can't find
282,Kidnapping,My friend Don't see
283,Kidnapping,My friend gone
284,Kidnapping,My friend disappeared
285,Kidnapping,My friend haven't seen
286,Kidnapping,My friend kidnapped her
287,Kidnapping,My friend kidnapped him
288,Kidnapping,My friend kidnapped
289,Kidnapping,My friend took from park
290,Kidnapping,My friend took from school
291,Kidnapping,My friend forced into car
292,Kidnapping,My friend pushed into van
293,Kidnapping,My friend found person
294,Kidnapping,My friend found
295,Kidnapping,My friend child taking
296,Kidnapping,My friend child stealing
297,Kidnapping,My friend kidnapping adult
298,Kidnapping,My friend kidnapping kid
299,Kidnapping,My friend tried to kidnap
300,Kidnapping,My friend has hostages
301,Kidnapping,My friend hostage
302,Kidnapping,My friend taken
303,Kidnapping,My friend abducted
304,Kidnapping,My friend my child
305,Kidnapping,My friend my daughter
306,Kidnapping,My friend my son
307,Kidnapping,My friend human trafficking
308,Kidnapping,a person missing
309,Kidnapping,a person can't find
310,Kidnapping,a person Don't see
311,Kidnapping,a person gone
312,Kidnapping,a person disappeared
313,Kidnapping,a person haven't seen
314,Kidnapping,a person kidnapped her
315,Kidnapping,a person kidnapped him
316,Kidnapping,a person kidnapped
317,Kidnapping,a person took from park
318,Kidnapping,a person took from school
319,Kidnapping,a person forced into car
320,Kidnapping,a person pushed into van
321,Kidnapping,a person found person
322,Kidnapping,a person found
323,Kidnapping,a person child taking
324,Kidnapping,a person child stealing
325,Kidnapping,a person kidnapping adult
326,Kidnapping,a person kidnapping kid
327,Kidnapping,a person tried to kidnap
328,Kidnapping,a person has hostages
329,Kidnapping,a person hostage
330,Kidnapping,a person taken
331,Kidnapping,a person abducted
332,Kidnapping,a person my child
333,Kidnapping,a person my daughter
334,Kidnapping,a person my son
335,Kidnapping,a person human trafficking
336,Kidnapping,My missing
337,Kidnapping,My can't find
338,Kidnapping,My Don't see
339,Kidnapping,My gone
340,Kidnapping,My disappeared
341,Kidnapping,My haven't seen
342,Kidnapping,My kidnapped her
343,Kidnapping,My kidnapped him
344,Kidnapping,My kidnapped
345,Kidnapping,My took from park
346,Kidnapping,My took from school
347,Kidnapping,My forced into car
348,Kidnapping,My pushed into van
349,Kidnapping,My found person
350,Kidnapping,My found
351,Kidnapping,My child taking
352,Kidnapping,My child stealing
353,Kidnapping,My kidnapping adult
354,Kidnapping,My kidnapping kid
355,Kidnapping,My tried to kidnap
356,Kidnapping,My has hostages
357,Kidnapping,My hostage
358,Kidnapping,My taken
359,Kidnapping,My abducted
360,Kidnapping,My my child
361,Kidnapping,My my daughter
362,Kidnapping,My my son
363,Kidnapping,My human trafficking
364,Kidnapping,I missing
365,Kidnapping,I can't find
366,Kidnapping,I Don't see
367,Kidnapping,I gone
368,Kidnapping,I disappeared
369,Kidnapping,I haven't seen
370,Kidnapping,I kidnapped her
371,Kidnapping,I kidnapped him
372,Kidnapping,I kidnapped
373,Kidnapping,I took from park
374,Kidnapping,I took from school
375,Kidnapping,I forced into car
376,Kidnapping,I pushed into van
377,Kidnapping,I found person
378,Kidnapping,I found
379,Kidnapping,I child taking
380,Kidnapping,I child stealing
381,Kidnapping,I kidnapping adult
382,Kidnapping,I kidnapping kid
383,Kidnapping,I tried to kidnap
384,Kidnapping,I has hostages
385,Kidnapping,I hostage
386,Kidnapping,I taken
387,Kidnapping,I abducted
388,Kidnapping,I my child
389,Kidnapping,I my daughter
390,Kidnapping,I my son
391,Kidnapping,I human trafficking
392,Kidnapping,We missing
393,Kidnapping,We can't find
394,Kidnapping,We Don't see
395,Kidnapping,We gone
396,Kidnapping,We disappeared
397,Kidnapping,We haven't seen
398,Kidnapping,We kidnapped her
399,Kidnapping,We kidnapped him
400,Kidnapping,We kidnapped
401,Kidnapping,We took from park
402,Kidnapping,We took from school
403,Kidnapping,We forced into car
404,Kidnapping,We pushed into van
405,Kidnapping,We found person
406,Kidnapping,We found
407,Kidnapping,We child taking
408,Kidnapping,We child stealing
409,Kidnapping,We kidnapping adult
410,Kidnapping,We kidnapping kid
411,Kidnapping,We tried to kidnap
412,Kidnapping,We has hostages
413,Kidnapping,We hostage
414,Kidnapping,We taken
415,Kidnapping,We abducted
416,Kidnapping,We my child
417,Kidnapping,We my daughter
418,Kidnapping,We my son
419,Kidnapping,We human trafficking
420,Kidnapping,men missing
421,Kidnapping,men can't find
422,Kidnapping,men Don't see
423,Kidnapping,men gone
424,Kidnapping,men disappeared
425,Kidnapping,men haven't seen
426,Kidnapping,men kidnapped her
427,Kidnapping,men kidnapped him
428,Kidnapping,men kidnapped
429,Kidnapping,men took from park
430,Kidnapping,men took from school
431,Kidnapping,men forced into car
